"SUID","@id","Betweenness","Closeness","Degree","Eigenvector","Information","LAC","name","Network","selected","shared name","stringdb::canonical name","stringdb::full name","Subgragh"
"229","stringdb:9606.ENSP00000242057","1192.5023167133936","0.06253585771658061","59.0","0.05835413560271263","8.327202796936035","24.135593220338983","9606.ENSP00000242057","28.582761591512973","false","9606.ENSP00000242057","P35869",,"1.119726441072254E27"
"230","stringdb:9606.ENSP00000369050","1950.4451954258147","0.06253585771658061","60.0","0.029567470774054527","8.34610366821289","21.5","9606.ENSP00000369050","36.46886247745912","false","9606.ENSP00000369050","P04798",,"2.874729712867893E26"
"231","stringdb:9606.ENSP00000354522","216.79950328652671","0.06179138321995465","28.0","0.026893915608525276","7.255687236785889","13.5","9606.ENSP00000354522","15.244113756613755","false","9606.ENSP00000354522","Q9UJN0",,"2.378355315493039E26"
"232","stringdb:9606.ENSP00000303174","659.9110463247953","0.06213481544819723","47.0","0.01980789750814438","8.0491943359375","19.617021276595743","9606.ENSP00000303174","25.345918862503755","false","9606.ENSP00000303174","P19224",,"1.2901654649826868E26"
"233","stringdb:9606.ENSP00000362549","682.6481099990307","0.062072892938496584","46.0","0.01690538227558136","8.020703315734863","19.73913043478261","9606.ENSP00000362549","26.190489051895156","false","9606.ENSP00000362549","Q9HAW9",,"9.397636583444703E25"
"234","stringdb:9606.ENSP00000417901","145.38442726808816","0.06079196876742889","9.0","0.003915539942681789","4.925130844116211","1.3333333333333333","9606.ENSP00000417901","1.8333333333333333","false","9606.ENSP00000417901","Q9NQX3",,"5.041409262692727E24"
"235","stringdb:9606.ENSP00000333946","119.55296360240114","0.06020436343551505","5.0","0.001907720579765737","3.7119271755218506","1.2","9606.ENSP00000333946","1.5","false","9606.ENSP00000333946","Q9Y2Z9",,"1.1967355482008568E24"
"236","stringdb:9606.ENSP00000363512","712.2177084626868","0.06230351529008288","49.0","0.04403624311089516","8.103302001953125","19.020408163265305","9606.ENSP00000363512","26.43232206069019","false","9606.ENSP00000363512","P09917",,"6.376600393772438E26"
"237","stringdb:9606.ENSP00000237612","1639.9732900527588","0.06242840778923253","53.0","0.04438087344169617","8.201298713684082","18.18867924528302","9606.ENSP00000237612","23.247338580017445","false","9606.ENSP00000237612","Q9UNQ0",,"6.476797942492487E26"
"238","stringdb:9606.ENSP00000343741","86.78009639463215","0.06167774791342481","30.0","0.033114612102508545","7.374170780181885","16.133333333333333","9606.ENSP00000343741","17.792849929538573","false","9606.ENSP00000343741","Q13535",,"3.605852948106197E26"
"239","stringdb:9606.ENSP00000234111","322.5914121862886","0.06196702671972712","22.0","0.028892438858747482","6.813037872314453","11.090909090909092","9606.ENSP00000234111","11.62142857142857","false","9606.ENSP00000234111","P11926",,"2.7449666450837054E26"
"240","stringdb:9606.ENSP00000256383","64.85851194020744","0.06102169349195241","12.0","0.011077513918280602","5.553427696228027","5.333333333333333","9606.ENSP00000256383","6.363636363636363","false","9606.ENSP00000256383","P05198",,"4.035090604892226E25"
"241","stringdb:9606.ENSP00000285930","1393.7630508391155","0.06219686162624822","30.0","0.029716679826378822","7.374170780181885","10.8","9606.ENSP00000285930","11.957886749266057","false","9606.ENSP00000285930","P15121",,"2.9038169078581997E26"
"242","stringdb:9606.ENSP00000401445","129.79251396858925","0.061218758775624826","19.0","0.020562684163451195","6.524470329284668","10.421052631578947","9606.ENSP00000401445","11.932976827094475","false","9606.ENSP00000401445","O75460",,"1.3903631981701772E26"
"243","stringdb:9606.ENSP00000436812","18.612337554691305","0.06087685004188774","9.0","0.011403925716876984","4.925130844116211","4.0","9606.ENSP00000436812","4.5","false","9606.ENSP00000436812","Q9HC84",,"4.2763910806146155E25"
"244","stringdb:9606.ENSP00000359022","11.559816274533663","0.059546571974870253","3.0","9.376933448947966E-4","2.8380539417266846","0.6666666666666666","9606.ENSP00000359022","1.0","false","9606.ENSP00000359022","Q9HB03",,"2.8912812370143178E23"
"245","stringdb:9606.ENSP00000355968","7.59084924209237","0.05958726253929206","3.0","9.507868671789765E-4","2.8380539417266846","0.0","9606.ENSP00000355968","0.0","false","9606.ENSP00000355968","Q9Y6M5",,"2.972589945262805E23"
"246","stringdb:9606.ENSP00000373674","129.04111370359163","0.060171128898702735","14.0","0.002405760111287236","5.887218475341797","10.142857142857142","9606.ENSP00000373674","11.23076923076923","false","9606.ENSP00000373674","Q9NPB1",,"1.9031513066605548E24"
"247","stringdb:9606.ENSP00000219070","1010.3283148120559","0.0628242074927954","85.0","0.1065189391374588","8.690165519714355","42.63529411764706","9606.ENSP00000219070","55.70257586486889","false","9606.ENSP00000219070","P08253",,"3.7309749995488803E27"
"248","stringdb:9606.ENSP00000279263","85.37580835966965","0.06001376462491397","15.0","0.001889377017505467","6.034567832946777","7.6","9606.ENSP00000279263","9.095482295482293","false","9606.ENSP00000279263","O76062",,"1.1738318978207133E24"
"249","stringdb:9606.ENSP00000261845","10.28806258932671","0.060681976339596384","9.0","0.008986839093267918","4.925130844116211","4.0","9606.ENSP00000261845","4.8","false","9606.ENSP00000261845","Q16659",,"2.655721942891141E25"
"250","stringdb:9606.ENSP00000222115","1737.424788841189","0.05985722130697419","6.0","0.003359201829880476","4.069982528686523","0.3333333333333333","9606.ENSP00000222115","0.4","false","9606.ENSP00000222115","Q92839",,"3.7105720820290893E24"
"251","stringdb:9606.ENSP00000354995","1011.826581789683","0.06127898805340829","24.0","0.012900352478027344","6.977636337280273","12.166666666666666","9606.ENSP00000354995","13.196859903381641","false","9606.ENSP00000354995","Q9BXL1",,"5.472323936040927E25"
"252","stringdb:9606.ENSP00000226730","962.395630052741","0.06277897768178546","82.0","0.10162077099084854","8.65867805480957","42.1219512195122","9606.ENSP00000226730","56.00174558664939","false","9606.ENSP00000226730","P60568",,"3.395733907782059E27"
"253","stringdb:9606.ENSP00000411593","5.080759487168397","0.05971784687029174","5.0","0.0021235658787190914","3.7119271755218506","2.0","9606.ENSP00000411593","2.5","false","9606.ENSP00000411593","P23415",,"1.482859969109216E24"
"254","stringdb:9606.ENSP00000267163","261.8592046530904","0.062046392486124945","44.0","0.049482934176921844","7.960609436035156","22.863636363636363","9606.ENSP00000267163","25.646903958556205","false","9606.ENSP00000267163","P06400",,"8.051550736139769E26"
"255","stringdb:9606.ENSP00000383234","1.2820191806704782","0.060129637291408085","6.0","0.005419940687716007","4.069982528686523","3.3333333333333335","9606.ENSP00000383234","4.0","false","9606.ENSP00000383234","P31152",,"9.65956835890773E24"
"256","stringdb:9606.ENSP00000402515","0.6808411583681843","0.060698872337463454","5.0","0.0062611717730760574","3.7119271755218506","2.4","9606.ENSP00000402515","3.0","false","9606.ENSP00000402515","Q96Q15",,"1.2890800355029596E25"
"257","stringdb:9606.ENSP00000360372","415.3677780575333","0.06148639120011282","47.0","0.013327027671039104","8.049193382263184","18.29787234042553","9606.ENSP00000360372","27.40959005979218","false","9606.ENSP00000360372","P33261",,"5.840301431497693E25"
"258","stringdb:9606.ENSP00000305221","58.708803103146124","0.06044641619298489","22.0","0.004352657124400139","6.813037872314453","9.636363636363637","9606.ENSP00000305221","10.095238095238095","false","9606.ENSP00000305221","Q1HBF9",,"6.229849973013502E24"
"259","stringdb:9606.ENSP00000215832","4077.1835176174914","0.06367752300277493","143.0","0.14321626722812653","9.057096481323242","43.67832167832168","9606.ENSP00000215832","100.30625513383319","false","9606.ENSP00000215832","P28482",,"6.744555826923291E27"
"260","stringdb:9606.ENSP00000355718","1.4624908941960575","0.06057238121700472","8.0","0.010071982629597187","4.670701503753662","4.5","9606.ENSP00000355718","5.142857142857143","false","9606.ENSP00000355718","O00548",,"3.335789294453156E25"
"261","stringdb:9606.ENSP00000155840","19.587322407655563","0.060137931034482756","7.0","0.00392057653516531","4.387387275695801","0.8571428571428571","9606.ENSP00000155840","1.0","false","9606.ENSP00000155840","Q9UMN9",,"5.054387700070087E24"
